beta_index,mc_variance,boot_variance_mean,mse_boot_variance,method,alpha_th
5,0.48004239167235074,0.002650196151782295,0.22790622550330392,block,0.5
20,0.23963750981499848,0.003023104493333191,0.055996260032384546,block,0.5
