beta_index,mc_variance,boot_variance_mean,mse_boot_variance,method,alpha_th
5,0.7644691816948163,0.00022586147584366338,0.5840678598161995,modified,0.25
20,0.6942667333264276,0.00044525282198163265,0.48138833951026133,modified,0.25
