beta_index,mc_variance,boot_variance_mean,mse_boot_variance,method,alpha_th
5,0.024468744106244035,0.0032373784447896404,0.0004588647336827634,block,0.25
20,0.040115184626103674,0.003413068345941074,0.001357396783904137,block,0.25
