beta_index,mc_variance,boot_variance_mean,mse_boot_variance,method,alpha_th
5,0.03064197041232599,2.0107359165545296e-05,0.0009376985513905734,naive,0.5
20,0.014572183404558584,1.9549252677279113e-05,0.0002117792991154405,naive,0.5
