beta_index,mc_variance,boot_variance_mean,mse_boot_variance,method,alpha_th
5,0.01142934537896578,0.004529221709776808,5.6597812348227254e-05,block,0.5
20,0.00617362662090921,0.002440493496229312,2.4229644478755022e-05,block,0.5
