beta_index,mc_variance,boot_variance_mean,mse_boot_variance,method,alpha_th
5,0.0020053235321132526,0.0003172217154777523,3.1470754527941783e-06,wild,0.25
20,0.004674879597421575,0.001144582619266049,1.6065494072344326e-05,wild,0.25
