beta_index,mc_variance,boot_variance_mean,mse_boot_variance,method,alpha_th
5,0.01591379677312817,0.006600973911914576,0.00010897025172274852,wild,0.5
20,0.03214100086403425,0.005270897587175547,0.000725933304499495,wild,0.5
