rep,method,alpha_th,lambda_star,snr,mean_coverage,mean_ci_length,bias_hat,bias_tilde,var_boot_mean,mse_var_boot,support_size,perfect_match,jaccard
0,wild,0.5,0.11210975527151142,348.64911954194775,0.3,0.19746292254194542,-0.03673333000119879,-0.03673333000119879,0.007473907047900607,0.0,32,False,0.3125
1,wild,0.5,0.07631928104991939,237.12705598906786,0.3,0.16124462634132167,0.02351720347138784,0.02351720347138784,0.005147527473822136,0.0,68,False,0.14705882352941177
2,wild,0.5,0.13142982884712306,199.77196635538294,0.0,0.2524690847335452,0.11021223987261912,0.11021223987261912,0.010496448094608072,0.0,42,False,0.23809523809523808
3,wild,0.5,0.15971930513839325,216.99488594917455,0.3,0.20538799256342619,0.24991048546102052,0.24991048546102052,0.007704631660006553,0.0,32,False,0.3125
4,wild,0.5,0.10504712526143922,228.042036680354,0.2,0.1829522164354443,-0.10439136133508065,-0.10439136133508065,0.006180279361085876,0.0,57,False,0.17543859649122806
5,wild,0.5,0.06415526669081892,235.72898899516667,0.4,0.15730090465615962,0.13105251734236337,0.13105251734236337,0.004983657452005447,0.0,71,False,0.14084507042253522
6,wild,0.5,0.10933368289492978,220.8391820107189,0.0,0.17210116004641146,0.049446556649427174,0.049446556649427174,0.005083962606464401,0.0,50,False,0.2
7,wild,0.5,0.13400097733813018,231.01559896131235,0.1,0.18643915386540932,0.04352528702751255,0.04352528702751255,0.006303975827655123,0.0,32,False,0.3125
8,wild,0.5,0.12118100751759553,224.76596115269555,0.2,0.16756471293818778,-0.005155056420666493,-0.005155056420666493,0.00484548192616221,0.0,40,False,0.25
9,wild,0.5,0.11812573958109897,306.65720595298995,0.1,0.16843046365407943,0.0320681813330476,0.0320681813330476,0.004931517804713707,0.0,29,False,0.3448275862068966
