beta_index,mc_variance,boot_variance_mean,mse_boot_variance,method,alpha_th
5,0.7637993183863906,2.111699107465214e-05,0.5833571418234967,naive,0.5
20,0.6633070984265735,6.96141360856907e-05,0.43988397452320527,naive,0.5
