beta_index,mc_variance,boot_variance_mean,mse_boot_variance,method,alpha_th
5,0.441326592377225,0.009438614207683651,0.1872663395347637,wild,0.25
20,0.15254660169696327,0.0010075489374949858,0.022968080398674554,wild,0.25
