beta_index,mc_variance,boot_variance_mean,mse_boot_variance,method,alpha_th
5,0.01960511155568866,0.007920584029346058,0.00015808045869466654,modified,0.5
20,0.0313847733539579,0.004703044414946173,0.0007200518709566219,modified,0.5
