beta_index,mc_variance,boot_variance_mean,mse_boot_variance,method,alpha_th
5,0.7334909947991826,0.0038363892866481375,0.5324050937360946,block,0.75
20,0.6687332987220824,0.005547442314473272,0.43982750233018975,block,0.75
