beta_index,mc_variance,boot_variance_mean,mse_boot_variance,method,alpha_th
5,0.002156899778239737,0.00017051466063343874,4.008072726871825e-06,wild,0.75
20,0.004873381123743305,0.001125954114039592,1.7443546083173847e-05,wild,0.75
