beta_index,mc_variance,boot_variance_mean,mse_boot_variance,method,alpha_th
5,0.019910553920357815,0.002556907525619409,0.00031283523741859923,modified,0.25
20,0.017321178432107696,0.001995999213301873,0.00023921413509836835,modified,0.25
