beta_index,mc_variance,boot_variance_mean,mse_boot_variance,method,alpha_th
5,0.002156899778239737,0.00018955072576461954,3.90712987189169e-06,wild,0.5
20,0.004873381123743305,0.001106295219470651,1.7477382469931938e-05,wild,0.5
