beta_index,mc_variance,boot_variance_mean,mse_boot_variance,method,alpha_th
5,0.013547109706577678,0.007316206427247157,8.622977899677994e-05,block,0.5
20,0.010213102043030654,0.00258957412687829,7.103403981012153e-05,block,0.5
