rep,method,alpha_th,lambda_star,snr,mean_coverage,mean_ci_length,bias_hat,bias_tilde,var_boot_mean,mse_var_boot,support_size,perfect_match,jaccard
0,block,0.5,0.1279990425721555,27.42329433444789,0.1,0.15274712363972015,-0.035392428300142796,-0.0310257116416795,0.004700215098431536,0.0,33,False,0.2647058823529412
1,block,0.5,0.10904477940082163,20.47798708117008,0.0,0.1776450102795189,-0.059546183907117814,-0.059546183907117814,0.0058901242629504375,0.0,45,False,0.2222222222222222
2,block,0.5,0.15789072900508397,15.299233120390578,0.0,0.16915793853686695,-0.06933366380072259,-0.061735550583632004,0.006333173617395238,0.0,29,False,0.3448275862068966
3,block,0.5,0.09380758360444919,17.526616198945337,0.2,0.17062951166605408,0.00915000400435766,0.00915000400435766,0.006595003645578042,0.0,58,False,0.15254237288135594
4,block,0.5,0.13728843220185302,17.627431975734492,0.1,0.14437351099766782,-0.06938430253544202,-0.06938430253544202,0.005158907261152171,0.0,34,False,0.2571428571428571
5,block,0.5,0.1094475435550958,23.504665558521634,0.1,0.13696270983324332,-0.007035842450702279,-0.007035842450702279,0.0034636966431747227,0.0,38,False,0.2631578947368421
6,block,0.5,0.11092989986071444,18.987156969179214,0.1,0.16536680891037575,-0.06309246909433316,-0.06309246909433316,0.005199522315651533,0.0,41,False,0.24390243902439024
7,block,0.5,0.09560681233955567,21.255227146418243,0.2,0.18756544667138686,-0.06339599334673311,-0.06339599334673311,0.006470405734048816,0.0,45,False,0.2222222222222222
8,block,0.5,0.11129223354026464,19.611574954253495,0.0,0.1551717451359092,-0.038409867199315065,-0.03543650439772024,0.005129313471058454,0.0,45,False,0.2222222222222222
9,block,0.5,0.09349581985414859,31.331616227511333,0.0,0.15939028430804691,-0.055822091518530306,-0.055822091518530306,0.004586299885558231,0.0,44,False,0.22727272727272727
