rep,method,lambda_val,threshold_val,snr,mean_coverage,mean_ci_length,bias_hat,bias_tilde,var_boot_mean,mse_var_boot,support_size,perfect_match,jaccard
171,modified,0.1,0.25,10.973552169105751,0.4,0.8124503427535859,-0.21641202647208221,-0.21641202647208221,0.06140419835386156,0.0,143,False,0.06993006993006994
172,modified,0.1,0.25,11.837258560636796,0.6,0.7727355317130178,-0.14265110017481503,-0.14265110017481503,0.057085769807514376,0.0,135,False,0.07407407407407407
173,modified,0.1,0.25,15.123364792610587,0.2,0.8362672446903417,-0.29427047209643115,-0.29427047209643115,0.06750082302251416,0.0,142,False,0.07042253521126761
174,modified,0.1,0.25,9.349100863766466,0.4,0.8484092899736858,-0.12323740910913983,-0.12323740910913983,0.06524514620391057,0.0,147,False,0.06802721088435375
175,modified,0.1,0.25,11.426921290849501,0.5,0.8447962939036703,-0.02340769148911388,-0.02340769148911388,0.06666932031697821,0.0,153,False,0.06535947712418301
176,modified,0.1,0.25,10.820820604778344,0.3,0.8283951883045901,-0.11264840992122956,-0.11264840992122956,0.06635620442479384,0.0,139,False,0.07194244604316546
177,modified,0.1,0.25,12.282512768931353,0.6,0.84292375483189,-0.24330958352721374,-0.24330958352721374,0.06552192431949687,0.0,142,False,0.07042253521126761
178,modified,0.1,0.25,8.453623623997876,0.3,0.9431091829559748,0.18470284164400716,0.18470284164400716,0.08345203390072989,0.0,158,False,0.06329113924050633
179,modified,0.1,0.25,7.953255587426818,0.3,0.8480799118417117,0.4090939651262566,0.4090939651262566,0.06632379421108536,0.0,148,False,0.06756756756756757
180,modified,0.1,0.25,12.576697387222945,0.3,0.8598867713035998,-0.042701438339096766,-0.042701438339096766,0.06685287594146445,0.0,150,False,0.06666666666666667
181,modified,0.1,0.25,12.31361540707301,0.6,0.7910076895672521,-0.05486437094293665,-0.05486437094293665,0.06218189455072622,0.0,147,False,0.06802721088435375
182,modified,0.1,0.25,12.366151660733907,0.2,0.7455301844840815,-0.03412307932320149,-0.03412307932320149,0.05478588510908654,0.0,135,False,0.0661764705882353
183,modified,0.1,0.25,9.081167784172983,0.2,0.7778980909270654,0.06698389466068808,0.06698389466068808,0.05846142067363724,0.0,140,False,0.06382978723404255
184,modified,0.1,0.25,9.045554151157033,0.2,0.7933161637537453,-0.06593942153652732,-0.06593942153652732,0.05992735981080516,0.0,150,False,0.06666666666666667
185,modified,0.1,0.25,11.221081825905264,0.4,0.7986790026611693,-0.059000058625023125,-0.059000058625023125,0.06127505268763158,0.0,150,False,0.06666666666666667
186,modified,0.1,0.25,11.473190826574223,0.3,0.7865468238985195,-0.031118368459711065,-0.031118368459711065,0.055812815505007815,0.0,138,False,0.07246376811594203
187,modified,0.1,0.25,8.377020229834464,0.4,0.8614060943230275,0.19486162518414996,0.19486162518414996,0.07073045181187514,0.0,159,False,0.06289308176100629
188,modified,0.1,0.25,7.2106136714442295,0.3,0.7311020185732702,-0.33972326001869424,-0.33972326001869424,0.053335679043697994,0.0,152,False,0.058823529411764705
189,modified,0.1,0.25,13.831690534627114,0.4,0.703168466949563,-0.27315104568212567,-0.27315104568212567,0.04641885975216922,0.0,135,False,0.07407407407407407
190,modified,0.1,0.25,8.124321632132604,0.5,0.8964423640731971,-0.13672532873143628,-0.13672532873143628,0.07392469510271676,0.0,156,False,0.0641025641025641
191,modified,0.1,0.25,10.003036361956015,0.2,0.815867709904788,0.0035631970002652836,0.0035631970002652836,0.06073512361801424,0.0,145,False,0.06896551724137931
192,modified,0.1,0.25,12.90889742619926,0.1,0.7733754476699468,0.2507156044584357,0.2507156044584357,0.05708116366053417,0.0,140,False,0.07142857142857142
193,modified,0.1,0.25,10.257642860178324,0.2,0.8220988145053948,0.024626017862855697,0.024626017862855697,0.06415475680471254,0.0,153,False,0.06535947712418301
194,modified,0.1,0.25,16.867845245125228,0.5,0.6782674613397126,0.08718480639062283,0.08718480639062283,0.04449400378320588,0.0,134,False,0.07462686567164178
195,modified,0.1,0.25,11.169419921354843,0.4,0.8684145287443077,0.2224161428793921,0.24413414896235572,0.07508396151790286,0.0,159,False,0.06289308176100629
196,modified,0.1,0.25,11.599489192432177,0.3,0.8005555268248472,0.15149459783893246,0.15149459783893246,0.0588634050995705,0.0,149,False,0.06711409395973154
197,modified,0.1,0.25,11.724909676533375,0.5,0.9056663352716943,-0.16805716604628232,-0.16805716604628232,0.07464800654546602,0.0,153,False,0.06535947712418301
198,modified,0.1,0.25,12.027450064327432,0.5,0.7515460181617197,-0.21554242437294727,-0.21554242437294727,0.054326572505447104,0.0,145,False,0.06896551724137931
199,modified,0.1,0.25,10.878306167207407,0.3,0.7983571495473333,0.011914822560289163,0.011914822560289163,0.06088566675453536,0.0,143,False,0.06993006993006994
200,modified,0.1,0.25,11.618259330042846,0.3,0.6460983432484015,0.3705497708270776,0.3934193198098306,0.0409474197159544,0.0,143,False,0.06993006993006994
201,modified,0.1,0.25,12.242208722676326,0.5,0.8153223979538249,0.1536161690696656,0.1536161690696656,0.06202488410858335,0.0,147,False,0.06802721088435375
202,modified,0.1,0.25,10.770945663455787,0.6,0.8278629502913326,0.2975286384785881,0.31252587963212286,0.06447916500904977,0.0,143,False,0.06993006993006994
203,modified,0.1,0.25,13.08084502009514,0.7,0.8041322870681892,0.23173722669620514,0.23173722669620514,0.06023162937206146,0.0,148,False,0.06756756756756757
204,modified,0.1,0.25,11.318188702358137,0.5,0.7585709186466354,-0.1904593734714366,-0.1904593734714366,0.05441705615471981,0.0,138,False,0.07246376811594203
205,modified,0.1,0.25,11.315968527632956,0.2,0.8015336952141571,-0.11753500240757338,-0.11753500240757338,0.06028762268664682,0.0,143,False,0.06993006993006994
206,modified,0.1,0.25,12.528377517003824,0.4,0.8631969804801534,0.13455010666107994,0.13455010666107994,0.06987816991941084,0.0,139,False,0.07194244604316546
207,modified,0.1,0.25,8.848513388484408,0.4,0.7939028577340417,0.16598814085599095,0.16763350662040677,0.0616685207003566,0.0,154,False,0.06493506493506493
208,modified,0.1,0.25,9.45023465294878,0.1,0.7464202472419041,-0.0007148225204842041,-0.0007148225204842041,0.055226321200100084,0.0,145,False,0.06896551724137931
209,modified,0.1,0.25,10.13233411088534,0.3,0.8500938579586557,-0.056804172131540764,-0.056804172131540764,0.06776637965338486,0.0,152,False,0.06578947368421052
210,modified,0.1,0.25,8.55256102256138,0.1,0.7749784147635391,-0.07361909236328938,-0.06149957369827026,0.059155005321726836,0.0,140,False,0.07142857142857142
211,modified,0.1,0.25,11.589901461433474,0.5,0.7686081307074757,0.11520633868936936,0.11520633868936936,0.056826980515196766,0.0,142,False,0.06293706293706294
212,modified,0.1,0.25,8.013535485151602,0.2,0.878911253518611,-0.033614552200410784,-0.033614552200410784,0.071802014132648,0.0,158,False,0.06329113924050633
213,modified,0.1,0.25,13.659149274528286,0.5,0.7948182177590134,0.4490759164438586,0.4490759164438586,0.05968319091364087,0.0,154,False,0.06493506493506493
214,modified,0.1,0.25,10.060488476887572,0.5,0.8333768262140397,-0.2793614161607046,-0.2793614161607046,0.06630146935084634,0.0,141,False,0.07092198581560284
215,modified,0.1,0.25,11.212764156269179,0.7,0.7665328981993718,-0.22631618744746823,-0.22631618744746823,0.05621456693644996,0.0,138,False,0.07246376811594203
216,modified,0.1,0.25,13.004735197430875,0.5,0.7736929691691679,-0.20632749164797465,-0.20632749164797465,0.05520664710711849,0.0,141,False,0.07092198581560284
217,modified,0.1,0.25,8.052694305192048,0.1,0.8396249891017892,0.466483469453468,0.466483469453468,0.07021304048872844,0.0,163,False,0.054878048780487805
218,modified,0.1,0.25,5.88423613569116,0.2,0.8283723311848066,0.024807011298333136,0.026094659332947478,0.06599493254577855,0.0,158,False,0.06329113924050633
219,modified,0.1,0.25,8.380720323177364,0.2,0.8694100324025531,-0.14879196714150167,-0.14879196714150167,0.07070126866773599,0.0,150,False,0.06666666666666667
220,modified,0.1,0.25,8.45220633415028,0.5,0.8780166675328676,0.04573574339590031,0.05533865708307158,0.07451993035838568,0.0,156,False,0.0641025641025641
221,modified,0.1,0.25,8.915072874879321,0.5,0.8954213216090443,-0.04377156610515788,-0.04377156610515788,0.07465694944706844,0.0,146,False,0.0684931506849315
222,modified,0.1,0.25,11.957203801874071,0.6,0.8191355393415142,-0.07028695595474228,-0.07028695595474228,0.06206995075114502,0.0,142,False,0.07042253521126761
223,modified,0.1,0.25,11.359762024881928,0.4,0.8101155342986098,0.3568747690730159,0.3568747690730159,0.06083821987147113,0.0,144,False,0.06944444444444445
224,modified,0.1,0.25,10.908271811442068,0.4,0.7524424485431526,-0.04581267279550372,-0.04581267279550372,0.05574698767752338,0.0,134,False,0.07462686567164178
225,modified,0.1,0.25,8.51298018193896,0.2,0.8643994673010255,-0.08148178033062056,-0.08148178033062056,0.07181315000326746,0.0,168,False,0.05952380952380952
226,modified,0.1,0.25,7.921203762409767,0.2,0.8225224409583355,-0.16423666330948866,-0.16423666330948866,0.06371950364901587,0.0,142,False,0.07042253521126761
227,modified,0.1,0.25,8.291714070883376,0.2,0.8210773805277537,-0.31519085854865747,-0.31519085854865747,0.06283124107685159,0.0,144,False,0.06944444444444445
228,modified,0.1,0.25,9.718691621953223,0.3,0.8371895568178112,-0.2154072265872101,-0.19222731782386315,0.06835857143813245,0.0,148,False,0.06756756756756757
229,modified,0.1,0.25,10.602322910329278,0.3,0.8736806654878373,-0.14776732978611876,-0.14776732978611876,0.0711541971288634,0.0,149,False,0.06711409395973154
230,modified,0.1,0.25,9.869652464591315,0.5,0.8058943646371473,-0.03945006850277678,-0.03945006850277678,0.06058830457330353,0.0,138,False,0.07246376811594203
231,modified,0.1,0.25,9.586842429612187,0.5,0.8620491592456874,0.06046677865837258,0.06046677865837258,0.06926738096660959,0.0,156,False,0.0641025641025641
232,modified,0.1,0.25,9.244570846336659,0.7,0.827205762512351,0.015014761846806146,0.015014761846806146,0.06425389836367731,0.0,150,False,0.06666666666666667
233,modified,0.1,0.25,11.912338079831981,0.5,0.7271151350752871,0.41403910269897193,0.41403910269897193,0.050587913346162215,0.0,147,False,0.06802721088435375
234,modified,0.1,0.25,10.99357200883965,0.6,0.8148047540231771,-0.05074781997816138,-0.05074781997816138,0.06184180679877984,0.0,146,False,0.0684931506849315
235,modified,0.1,0.25,10.71626602984182,0.5,0.8088560798771122,-0.03719913021686481,-0.03719913021686481,0.06136191759497468,0.0,144,False,0.06944444444444445
236,modified,0.1,0.25,7.682153006864136,0.2,0.9571018184281312,-0.2674433769743098,-0.2674433769743098,0.08451500275024555,0.0,162,False,0.06172839506172839
237,modified,0.1,0.25,10.469151518400295,0.6,0.7989825757586168,-0.25086836489977604,-0.25086836489977604,0.05950352334141492,0.0,134,False,0.07462686567164178
238,modified,0.1,0.25,11.868261514595098,0.3,0.8031131452583018,0.04040248978865264,0.04040248978865264,0.05930256159550236,0.0,139,False,0.07194244604316546
239,modified,0.1,0.25,7.65515299446146,0.5,0.9061635652238957,-0.07400338814383622,-0.07400338814383622,0.07465137450286696,0.0,148,False,0.06756756756756757
240,modified,0.1,0.25,9.273428867306352,0.7,0.8204779294139632,0.171120293708063,0.171120293708063,0.06411677911036939,0.0,146,False,0.0684931506849315
241,modified,0.1,0.25,16.387055089768328,0.6,0.7846394592712469,0.015192264589476012,0.015192264589476012,0.056865584595204986,0.0,145,False,0.06896551724137931
242,modified,0.1,0.25,6.881485406432679,0.3,0.8994628597055516,0.40058787440954563,0.40058787440954563,0.07678920288255056,0.0,157,False,0.06369426751592357
243,modified,0.1,0.25,8.138479243883825,0.4,0.8489384124092977,-0.19517149681218973,-0.19517149681218973,0.0694937791156757,0.0,155,False,0.057692307692307696
244,modified,0.1,0.25,10.718536206434706,0.5,0.8680533937403048,0.09842165744194124,0.09842165744194124,0.07071359750511105,0.0,153,False,0.06535947712418301
245,modified,0.1,0.25,7.379837605405587,0.4,0.9202381833133673,0.06839757295290974,0.06839757295290974,0.07920298546500301,0.0,159,False,0.06289308176100629
246,modified,0.1,0.25,16.42033978895481,0.4,0.7210107488059497,-0.21925862820102032,-0.21925862820102032,0.04985898886498073,0.0,132,False,0.07575757575757576
247,modified,0.1,0.25,12.638691861522272,0.4,0.7260911770828616,-0.21574235543585632,-0.21574235543585632,0.048462761724435574,0.0,135,False,0.07407407407407407
248,modified,0.1,0.25,13.69035806838632,0.4,0.7422538388563329,0.2848003510908847,0.2874746079194514,0.05376532109445946,0.0,145,False,0.06896551724137931
249,modified,0.1,0.25,7.804803257403566,0.7,0.8173204065995261,-0.19626527217380435,-0.19626527217380435,0.06383510113952665,0.0,159,False,0.06289308176100629
250,modified,0.1,0.25,10.834745507709112,0.4,0.8748769972269048,-0.05081183919152492,-0.05081183919152492,0.07203042297031621,0.0,143,False,0.06993006993006994
251,modified,0.1,0.25,9.681249701620793,0.2,0.8528448985586936,-0.08577020450109711,-0.08577020450109711,0.06661446317023002,0.0,152,False,0.06578947368421052
252,modified,0.1,0.25,7.533256027883633,0.5,0.8578846867790233,-0.07025166078420898,-0.06705112252393464,0.07139729529082177,0.0,158,False,0.06329113924050633
253,modified,0.1,0.25,17.60109552886401,0.2,0.7415212242924677,0.30132933923818805,0.30875699501081044,0.054543563944413134,0.0,136,False,0.07352941176470588
254,modified,0.1,0.25,13.820279202555373,0.4,0.7712103972766624,-0.07054542710262737,-0.07054542710262737,0.055007768240529956,0.0,144,False,0.06944444444444445
255,modified,0.1,0.25,15.365548182068839,0.5,0.777441436009338,-0.04167977452296956,-0.04167977452296956,0.05582814144131411,0.0,141,False,0.07092198581560284
256,modified,0.1,0.25,12.3100055418733,0.3,0.7573464171541708,0.04489020359999799,0.04489020359999799,0.05384778162606522,0.0,151,False,0.06622516556291391
257,modified,0.1,0.25,12.88321406052368,0.2,0.8021880488824712,-0.13585723462330276,-0.13585723462330276,0.06027793563521557,0.0,130,False,0.07692307692307693
258,modified,0.1,0.25,9.908320025519043,0.3,0.7900001000485876,-0.25318623673554025,-0.25318623673554025,0.06027033669118811,0.0,152,False,0.06578947368421052
259,modified,0.1,0.25,14.419802885064756,0.4,0.8428297925656976,0.08628813003941566,0.08628813003941566,0.06575429867657276,0.0,136,False,0.07352941176470588
260,modified,0.1,0.25,8.894663348101872,0.4,0.8328243772384367,0.4296843197133562,0.4296843197133562,0.06379190397036878,0.0,150,False,0.06666666666666667
261,modified,0.1,0.25,9.80436410796942,0.4,0.8179312766086595,0.46562690066143075,0.46562690066143075,0.0636193123928231,0.0,151,False,0.06622516556291391
262,modified,0.1,0.25,13.409771704988476,0.4,0.7064303740784827,0.06392700839130494,0.06890252744859253,0.049688731793868665,0.0,133,False,0.07518796992481203
263,modified,0.1,0.25,10.192383646422465,0.2,0.8222301018557558,-0.17860245245083498,-0.17860245245083498,0.06322139204165432,0.0,151,False,0.06622516556291391
264,modified,0.1,0.25,8.576788881006955,0.5,0.8355656002452804,-0.15775569964030284,-0.15775569964030284,0.06546730596983633,0.0,147,False,0.06802721088435375
265,modified,0.1,0.25,8.860931280147232,0.6,0.8250774754778097,0.19240032765811724,0.19240032765811724,0.06624629621154401,0.0,154,False,0.06493506493506493
266,modified,0.1,0.25,12.322474060413702,0.2,0.7959639477568802,-0.4981405068493595,-0.4981405068493595,0.05971139596314581,0.0,143,False,0.06993006993006994
267,modified,0.1,0.25,10.87893919461544,0.1,0.7403975479643659,0.05429166833360597,0.05457897848090258,0.05404015760901913,0.0,154,False,0.06493506493506493
268,modified,0.1,0.25,10.294880560463925,0.4,0.8240828990738456,0.27276310653298186,0.27276310653298186,0.06623686429669473,0.0,156,False,0.0641025641025641
269,modified,0.1,0.25,13.124066741330504,0.3,0.7549234314453959,-0.13624099513974827,-0.13624099513974827,0.0537187920655226,0.0,139,False,0.07194244604316546
270,modified,0.1,0.25,11.197451072741691,0.3,0.8364110904584734,-0.1790156001086638,-0.1790156001086638,0.06445655680528103,0.0,142,False,0.07042253521126761
271,modified,0.1,0.25,11.881063109132405,0.4,0.8303675131622276,0.4076267366784907,0.4076267366784907,0.06411555277835748,0.0,146,False,0.0684931506849315
272,modified,0.1,0.25,8.031154507698925,0.3,0.8706839294645446,-0.263091472052252,-0.263091472052252,0.0731367198097819,0.0,158,False,0.06329113924050633
273,modified,0.1,0.25,9.037942455004218,0.2,0.7854109874106263,-0.08522718946942826,-0.07222801921790367,0.060592230017817536,0.0,151,False,0.06622516556291391
274,modified,0.1,0.25,9.045268613334994,0.2,0.8187304660360226,0.0006910487578707158,0.0006910487578707158,0.06258005766725235,0.0,144,False,0.06944444444444445
275,modified,0.1,0.25,8.400579093997104,0.5,0.7923389708771278,0.1081819779971405,0.12095859840114347,0.059623677980744784,0.0,144,False,0.06944444444444445
276,modified,0.1,0.25,10.259882521163254,0.3,0.825086489167324,-0.3200661657983359,-0.3200661657983359,0.06334809771249592,0.0,153,False,0.06535947712418301
277,modified,0.1,0.25,8.815860974085581,0.5,0.8164020866642028,-0.07371899998609292,-0.07371899998609292,0.06161382086179819,0.0,151,False,0.06622516556291391
278,modified,0.1,0.25,11.451362711161092,0.3,0.7324888935394596,-0.03921420550204644,-0.03921420550204644,0.050746006029691794,0.0,142,False,0.07042253521126761
279,modified,0.1,0.25,10.265096796468601,0.3,0.8732800869373651,-0.1055978986770264,-0.1055978986770264,0.07110640586105806,0.0,150,False,0.06666666666666667
280,modified,0.1,0.25,10.83884466291487,0.5,0.8544442577636919,-0.2382737304903114,-0.2382737304903114,0.0672270742027625,0.0,147,False,0.06802721088435375
281,modified,0.1,0.25,9.903101753495077,0.4,0.7828417579959169,-0.006412398179292023,-0.006412398179292023,0.05849785963604537,0.0,148,False,0.06756756756756757
282,modified,0.1,0.25,10.526079358543383,0.3,0.7996692056711638,-0.12851393477962975,-0.12851393477962975,0.059169974964310666,0.0,145,False,0.06896551724137931
283,modified,0.1,0.25,7.039163820550206,0.0,0.7994107479371337,0.01918208540192292,0.01918208540192292,0.06096996151358317,0.0,144,False,0.06206896551724138
284,modified,0.1,0.25,12.688724168568674,0.4,0.805593161332624,0.31024369864733625,0.31024369864733625,0.06079363565008232,0.0,143,False,0.06993006993006994
285,modified,0.1,0.25,10.819947257889014,0.6,0.8072833932649559,-0.1595371195274467,-0.1595371195274467,0.06113482329365548,0.0,155,False,0.06451612903225806
286,modified,0.1,0.25,10.846222240751365,0.4,0.8511579860359229,0.06502534583807114,0.06502534583807114,0.0692309285222722,0.0,152,False,0.06578947368421052
287,modified,0.1,0.25,12.511415573339741,0.6,0.7745977983901147,-0.21473926983456995,-0.21473926983456995,0.054954494386795394,0.0,136,False,0.07352941176470588
288,modified,0.1,0.25,14.390625954029332,0.4,0.7439052066012961,-0.018582122570314285,-0.018582122570314285,0.05291087364816911,0.0,143,False,0.0625
289,modified,0.1,0.25,8.116026824768985,0.2,0.7269596489748437,0.11272688560236643,0.11272688560236643,0.053445717288722494,0.0,155,False,0.057692307692307696
290,modified,0.1,0.25,11.020988487228099,0.4,0.8291247061158009,-0.15954150042545917,-0.15954150042545917,0.06285667175372578,0.0,147,False,0.06802721088435375
291,modified,0.1,0.25,10.065836367585343,0.1,0.8198002251050752,-0.04210872657357988,-0.04210872657357988,0.06258808396151332,0.0,155,False,0.06451612903225806
292,modified,0.1,0.25,8.938507350160096,0.2,0.8549974858475927,-0.10680747328623127,-0.10680747328623127,0.06918778656400745,0.0,153,False,0.06535947712418301
293,modified,0.1,0.25,18.450759244930058,0.3,0.7264437759903883,-0.12400100649698076,-0.12400100649698076,0.04885382371022324,0.0,131,False,0.07633587786259542
294,modified,0.1,0.25,7.79930388582914,0.1,0.8072028559201977,-0.04285953645266655,-0.050609961394849245,0.06306459069632135,0.0,147,False,0.06802721088435375
295,modified,0.1,0.25,9.48544478031717,0.4,0.747754454313217,0.30881634308076944,0.30881634308076944,0.050974023645874666,0.0,147,False,0.06802721088435375
296,modified,0.1,0.25,9.216200294791543,0.5,0.8648642390980619,-0.28852462226418907,-0.28852462226418907,0.07059329070766196,0.0,146,False,0.0684931506849315
297,modified,0.1,0.25,10.223396603735331,0.3,0.7516623927016829,0.2480346994951808,0.2480346994951808,0.052765240777354804,0.0,138,False,0.07246376811594203
298,modified,0.1,0.25,10.693910579061606,0.4,0.8110166854242026,-0.07099262561164502,-0.07099262561164502,0.061416221785313155,0.0,144,False,0.06944444444444445
299,modified,0.1,0.25,8.644562024221669,0.5,0.7700908790116111,-0.27995282323704135,-0.27995282323704135,0.05606696274919121,0.0,148,False,0.06756756756756757
300,modified,0.1,0.25,8.186883615029373,0.2,0.8413750249321439,-0.08454064392266283,-0.06815041007268205,0.0676498971934451,0.0,148,False,0.06756756756756757
301,modified,0.1,0.25,8.756043623821686,0.2,0.7804996960999853,-0.06485529459350134,-0.06485529459350134,0.0596854740873452,0.0,144,False,0.06944444444444445
302,modified,0.1,0.25,10.989421102033623,0.4,0.8230594607388412,0.39024246050991307,0.39024246050991307,0.06155050915438055,0.0,148,False,0.06756756756756757
303,modified,0.1,0.25,14.949100730260765,0.6,0.7621951399966801,0.14949330040208472,0.14949330040208472,0.055782391722377145,0.0,147,False,0.060810810810810814
304,modified,0.1,0.25,10.82557300738979,0.4,0.8231767087639158,0.05668131809971387,0.05668131809971387,0.06400375654242799,0.0,148,False,0.06756756756756757
305,modified,0.1,0.25,7.364872334242899,0.6,0.7255427826564688,0.10880318554765804,0.126290573661898,0.051090975290653026,0.0,148,False,0.06756756756756757
306,modified,0.1,0.25,8.611644977989137,0.2,0.8075011947234254,-0.033884075450205456,-0.033884075450205456,0.061402959758319775,0.0,155,False,0.06451612903225806
307,modified,0.1,0.25,13.275049982010469,0.3,0.8126975196869795,0.26839294269739933,0.26839294269739933,0.0620200059614993,0.0,139,False,0.07194244604316546
308,modified,0.1,0.25,8.970622312953262,0.5,0.8001357257737121,0.16058849965807329,0.18166676673571525,0.06326893826166537,0.0,148,False,0.06756756756756757
309,modified,0.1,0.25,14.301841169940502,0.3,0.7775691585047058,0.009569226143006083,0.009569226143006083,0.05706236761348109,0.0,138,False,0.07246376811594203
310,modified,0.1,0.25,12.491483151229634,0.9,0.812481094221644,0.11625895497026181,0.11625895497026181,0.06139147721135398,0.0,138,False,0.07246376811594203
311,modified,0.1,0.25,8.145102204548351,0.2,0.7788301689794737,-0.02514791766343196,-0.02514791766343196,0.05793653069135392,0.0,147,False,0.06802721088435375
312,modified,0.1,0.25,5.690321522310296,0.5,0.9187331681379514,-0.19277950473354796,-0.19277950473354796,0.07834313191762513,0.0,154,False,0.06493506493506493
313,modified,0.1,0.25,7.045823789088084,0.2,0.8186580295486434,-0.21303461966109044,-0.21303461966109044,0.06151006349162027,0.0,155,False,0.06451612903225806
314,modified,0.1,0.25,7.711849340620791,0.2,0.7754303820131854,0.08632368066767868,0.08632368066767868,0.0603466938535022,0.0,156,False,0.05732484076433121
315,modified,0.1,0.25,13.106885050662004,0.2,0.8313774573147811,-0.10599113807955887,-0.10599113807955887,0.06439324216964715,0.0,143,False,0.06993006993006994
316,modified,0.1,0.25,10.169752222636122,0.3,0.7490924181067626,0.09695713283801814,0.09695713283801814,0.05574887167966942,0.0,148,False,0.06756756756756757
317,modified,0.1,0.25,9.47472062728216,0.4,0.8150333310692066,-0.00702148307877275,-0.00702148307877275,0.06223760241623729,0.0,141,False,0.07092198581560284
318,modified,0.1,0.25,9.966839599615339,0.3,0.7612448588246619,-0.12287711422483187,-0.10083137000879816,0.055016713032944434,0.0,151,False,0.06622516556291391
319,modified,0.1,0.25,9.377731231309852,0.2,0.8019066136513068,0.06991050341643375,0.06991050341643375,0.06228104864191186,0.0,155,False,0.057692307692307696
320,modified,0.1,0.25,12.586946672224194,0.3,0.8658230603042216,0.02570870977827646,0.02570870977827646,0.06841092501366143,0.0,144,False,0.06944444444444445
321,modified,0.1,0.25,7.444682402651206,0.3,0.8540017069997118,-0.050018388269252465,-0.050018388269252465,0.06682803443923988,0.0,150,False,0.06666666666666667
322,modified,0.1,0.25,11.795778197319356,0.2,0.7839701436334854,-0.21202080206431098,-0.21202080206431098,0.05869232523421534,0.0,145,False,0.06896551724137931
323,modified,0.1,0.25,10.662639778772409,0.2,0.8419402004008745,-0.21576467135077143,-0.21576467135077143,0.06777158451039188,0.0,151,False,0.06622516556291391
324,modified,0.1,0.25,6.064943544185068,0.2,0.8864585951859434,-0.16554830095138917,-0.16554830095138917,0.07330681312508228,0.0,151,False,0.06622516556291391
325,modified,0.1,0.25,7.599147661787787,0.3,0.8853988046114132,-0.37537676378206336,-0.37537676378206336,0.07257865699096328,0.0,146,False,0.0684931506849315
326,modified,0.1,0.25,12.185876086180754,0.1,0.8190149155917512,-0.2093195095941812,-0.2093195095941812,0.06183375587635444,0.0,145,False,0.06896551724137931
327,modified,0.1,0.25,13.753123912623863,0.3,0.7796062297945681,0.14963816176324,0.14963816176324,0.05805620589916764,0.0,141,False,0.07092198581560284
328,modified,0.1,0.25,10.214026353448096,0.6,0.8178074344132849,-0.004013725023552572,-0.004013725023552572,0.06385207611247774,0.0,145,False,0.06164383561643835
329,modified,0.1,0.25,13.92287827760037,0.6,0.7666677598330576,0.10596386512443315,0.11719604884291332,0.058371188144373684,0.0,138,False,0.07246376811594203
330,modified,0.1,0.25,10.280015417795031,0.2,0.7928241601969994,-0.04410178271398578,-0.04410178271398578,0.05861246824002425,0.0,147,False,0.06802721088435375
331,modified,0.1,0.25,8.970024551372111,0.4,0.7784156406364963,-0.2303944350372129,-0.2303944350372129,0.057446833817724474,0.0,148,False,0.06040268456375839
332,modified,0.1,0.25,11.260994005215991,0.6,0.7836126817482307,-0.04616818495565187,-0.04616818495565187,0.059798158217553264,0.0,148,False,0.06040268456375839
333,modified,0.1,0.25,6.151560343981078,0.4,0.801213474390482,-0.05953682247030927,-0.05953682247030927,0.0598877438068207,0.0,154,False,0.06493506493506493
334,modified,0.1,0.25,17.436791541404283,0.3,0.7696780415460254,-0.06683328976379595,-0.06683328976379595,0.05365604866098541,0.0,138,False,0.07246376811594203
335,modified,0.1,0.25,10.558441582780931,0.4,0.6780654403700218,0.011766558643541225,0.017864950657019853,0.047345761767254614,0.0,139,False,0.07194244604316546
336,modified,0.1,0.25,12.61953263985384,0.2,0.7710943011599403,-0.05821911778976374,-0.05821911778976374,0.05497211287645578,0.0,142,False,0.07042253521126761
337,modified,0.1,0.25,10.515669381623143,0.2,0.7663767519867256,-0.2902886241927729,-0.2902886241927729,0.055737593005664686,0.0,143,False,0.06993006993006994
338,modified,0.1,0.25,10.300354404538059,0.7,0.9418980587236199,-0.1144645952011311,-0.1144645952011311,0.08205506550152152,0.0,163,False,0.06134969325153374
339,modified,0.1,0.25,7.8974931521907346,0.2,0.8097925535932612,0.2351429246207239,0.2351429246207239,0.060574306987578194,0.0,153,False,0.06535947712418301
340,modified,0.1,0.25,10.537078376966456,0.3,0.9019712368536099,-0.1983011391064647,-0.1983011391064647,0.07336834873403004,0.0,150,False,0.06666666666666667
341,modified,0.1,0.25,12.971233361431025,0.4,0.7719809359826048,0.15612433049779667,0.15612433049779667,0.05487607488001874,0.0,144,False,0.06944444444444445
342,modified,0.1,0.25,10.834842034655345,0.4,0.7429200873643867,-0.028408968912515542,-0.028408968912515542,0.05112162121122567,0.0,138,False,0.07246376811594203
343,modified,0.1,0.25,13.435071023018873,0.5,0.8509969574478082,-0.20097845029670208,-0.20097845029670208,0.06758021615182937,0.0,148,False,0.06756756756756757
344,modified,0.1,0.25,13.253514600828245,0.3,0.7268794907842835,0.20007619368734808,0.20007619368734808,0.050236350868672654,0.0,152,False,0.06578947368421052
345,modified,0.1,0.25,6.471425441761675,0.5,0.922158162798679,-0.03758962679554253,-0.03758962679554253,0.07775318532812883,0.0,162,False,0.06172839506172839
