beta_index,mc_variance,boot_variance_mean,mse_boot_variance,method,alpha_th
5,0.015352266911358456,0.004149175711991758,0.00013009651185337236,modified,0.5
20,0.027758865288695367,0.003391004530823899,0.0005948317839318538,modified,0.5
