beta_index,mc_variance,boot_variance_mean,mse_boot_variance,method,alpha_th
5,0.002437516501433975,0.0005810664902656793,5.1467024570088465e-06,modified,0.25
20,0.004705564544622431,0.0011563684276317554,1.5766276307704396e-05,modified,0.25
