beta_index,mc_variance,boot_variance_mean,mse_boot_variance,method,alpha_th
5,0.012663670796971652,0.0076683176624468205,4.423803840537423e-05,modified,0.5
20,0.00858267798490397,0.0021757755856027313,4.7594457202583984e-05,modified,0.5
