beta_index,mc_variance,boot_variance_mean,mse_boot_variance,method,alpha_th
5,0.506025677375853,0.020001488372410052,0.23698270348216136,wild,0.5
20,0.5433952158746428,0.02207398166383636,0.2733443494798244,wild,0.5
