rep,method,alpha_th,lambda_star,snr,mean_coverage,mean_ci_length,bias_hat,bias_tilde,var_boot_mean,mse_var_boot,support_size,perfect_match,jaccard
0,block,0.5,0.09711359540931971,387.8653436063328,0.3,0.16306767003642858,-0.0356125757827505,-0.0356125757827505,0.004751244227144943,0.0,46,False,0.21739130434782608
1,block,0.5,0.08730620157456,290.9335484533388,0.3,0.14532895848630237,0.02643381421262947,0.02643381421262947,0.004036027153796795,0.0,52,False,0.19230769230769232
2,block,0.5,0.06485294401353173,290.3078726398628,0.2,0.14810486661975766,0.12406011715940127,0.12406011715940127,0.003945621074724638,0.0,78,False,0.1282051282051282
3,block,0.5,0.0790008823452017,370.7362910338826,0.3,0.15516106687097428,0.22445139935280065,0.22445139935280065,0.004487607675018205,0.0,57,False,0.17543859649122806
4,block,0.5,0.105406408568157,269.4423422074683,0.2,0.1682151981529496,-0.09111819275346626,-0.09111819275346626,0.005151198328074131,0.0,46,False,0.21739130434782608
5,block,0.5,0.07407943034161457,258.36728976152,0.1,0.13717298613641027,0.14451680175728948,0.14451680175728948,0.003591373742479894,0.0,60,False,0.16666666666666666
6,block,0.5,0.1260021123112891,295.0693266870231,0.1,0.14587053139535947,0.037040565949925865,0.037040565949925865,0.004156278843439992,0.0,34,False,0.29411764705882354
7,block,0.5,0.0663864926181876,280.7107471851,0.1,0.10868535136016429,0.03888059704217104,0.03888059704217104,0.0020790787476671815,0.0,58,False,0.1724137931034483
8,block,0.5,0.10511843073710612,311.25182070495686,0.2,0.14940521087164743,-0.022234104609806515,-0.022234104609806515,0.004729224098907053,0.0,32,False,0.3125
9,block,0.5,0.089196856579156,377.3056834347154,0.1,0.16121746882748997,0.04259496474906761,0.04259496474906761,0.004766298014554858,0.0,48,False,0.20833333333333334
