beta_index,mc_variance,boot_variance_mean,mse_boot_variance,method,alpha_th
5,0.013783498700925548,0.0043138876143595855,9.977220057887003e-05,block,0.5
20,0.026643719190625675,0.00500200995265081,0.00047964511038681704,block,0.5
