beta_index,mc_variance,boot_variance_mean,mse_boot_variance,method,alpha_th
5,0.00875973860558234,1.1548270164210195e-05,7.653114202475886e-05,naive,0.75
20,0.010841844827664138,1.9359569359869437e-05,0.00011712625955628353,naive,0.75
