beta_index,mc_variance,boot_variance_mean,mse_boot_variance,method,alpha_th
5,0.009589077477334168,0.003219849392661605,4.7743324688042776e-05,block,0.25
20,0.0049448411415184464,0.0023642354816752393,1.1439606331855916e-05,block,0.25
