beta_index,mc_variance,boot_variance_mean,mse_boot_variance,method,alpha_th
5,0.019478002777083003,2.233046857655552e-05,0.0003785233425650012,naive,0.5
20,0.009134685086574437,3.340063069364155e-05,8.283406985349839e-05,naive,0.5
