beta_index,mc_variance,boot_variance_mean,mse_boot_variance,method,alpha_th
5,0.009274137371471087,0.005267227424866779,2.9267041557803717e-05,modified,0.75
20,0.006729378166578764,0.0023719658169460245,3.0472064096214714e-05,modified,0.75
