rep,method,alpha_th,lambda_star,snr,mean_coverage,mean_ci_length,bias_hat,bias_tilde,var_boot_mean,mse_var_boot,support_size,perfect_match,jaccard
0,wild,0.5,0.1278279902494944,30.507879939070065,0.0,0.13595721836375468,-0.037602907649408865,-0.037463714347768275,0.0043251708671449545,0.0,32,False,0.3125
1,wild,0.5,0.0950745106327082,25.124646455278842,0.0,0.14074710509567928,-0.05635208820960177,-0.05635208820960177,0.004171215136999978,0.0,49,False,0.20408163265306123
2,wild,0.5,0.10466899321570955,22.232788219648217,0.1,0.18152013577502837,-0.05205213152310868,-0.05205213152310868,0.006169050542006571,0.0,39,False,0.2564102564102564
3,wild,0.5,0.08284693214276771,29.944266453787723,0.0,0.12091387645140379,0.0030640268659772483,0.00761355900827847,0.0032390526522885613,0.0,48,False,0.20833333333333334
4,wild,0.5,0.1196248827979331,20.827636113872256,0.1,0.13756109625232482,-0.053704115232662164,-0.051950936495266074,0.004289466194614814,0.0,36,False,0.2777777777777778
5,wild,0.5,0.10907855497429801,25.761942826771698,0.2,0.13312288145182688,0.00509070154424208,0.00509070154424208,0.003065817156040194,0.0,42,False,0.23809523809523808
6,wild,0.5,0.0966677028108008,25.369264509975398,0.1,0.14558090415150013,-0.07357886294005,-0.07357886294005,0.003832513152639267,0.0,48,False,0.20833333333333334
7,wild,0.5,0.07289398225054906,25.827566279882657,0.1,0.14470156955948718,-0.06443442198079537,-0.06443442198079537,0.0036451384769087235,0.0,53,False,0.18867924528301888
8,wild,0.5,0.08427300889606332,27.15775280250849,0.0,0.12677909024158673,-0.04652777925453806,-0.038776130774767395,0.0031181381650040156,0.0,45,False,0.2222222222222222
9,wild,0.5,0.10810343030738218,38.54987472770366,0.0,0.15428487426960436,-0.04801349960770171,-0.04801349960770171,0.004893257855371315,0.0,28,False,0.35714285714285715
