rep,method,alpha_th,lambda_star,snr,mean_coverage,mean_ci_length,bias_hat,bias_tilde,var_boot_mean,mse_var_boot,support_size,perfect_match,jaccard
0,modified,0.25,0.06362188961194992,387.8653436063328,0.2,0.10874504436658779,-0.04500085983377028,-0.04500085983377028,0.002371907382769194,0.0,69,False,0.14492753623188406
1,modified,0.25,0.07582642906653364,290.9335484533388,0.3,0.15664458973845938,0.02452344774172378,0.02452344774172378,0.0042139080774016855,0.0,62,False,0.16129032258064516
2,modified,0.25,0.0012521143171831824,290.3078726398628,0.1,0.06341929516720801,0.16090628407244276,0.16090628407244276,0.0007513139633350291,0.0,235,False,0.0425531914893617
3,modified,0.25,0.05959131406408086,370.7362910338826,0.1,0.12254590460440026,0.22281960948045382,0.22281960948045382,0.002909311953817317,0.0,77,False,0.12987012987012986
4,modified,0.25,0.001157932764412704,269.4423422074683,0.1,0.07804262641194101,-0.09073801483870561,-0.09073801483870561,0.001022165689385021,0.0,242,False,0.04132231404958678
5,modified,0.25,0.08529471528005907,258.36728976152,0.1,0.11088057396085167,0.14448439928318704,0.14448439928318704,0.0025051492457398264,0.0,51,False,0.19607843137254902
6,modified,0.25,0.09504490614003469,295.0693266870231,0.1,0.1342130620620076,0.026814689398980695,0.026814689398980695,0.0032613069435007483,0.0,51,False,0.19607843137254902
7,modified,0.25,0.05765742390235614,280.7107471851,0.2,0.12506857581196112,0.042068660771710696,0.042068660771710696,0.0030221754092390435,0.0,71,False,0.14084507042253522
8,modified,0.25,0.0006570482096255978,311.25182070495686,0.0,0.06921493107145439,-0.039393036904355194,-0.039393036904355194,0.0008573285581630954,0.0,235,False,0.0425531914893617
9,modified,0.25,0.1027008502996212,377.3056834347154,0.1,0.15184033788437357,0.0423712107962016,0.0423712107962016,0.004086859052178634,0.0,33,False,0.30303030303030304
