beta_index,mc_variance,boot_variance_mean,mse_boot_variance,method,alpha_th
5,0.024112040265121957,0.0025844190252791452,0.00046723775460055377,modified,0.25
20,0.037117219557606246,0.001999693085634581,0.001234372841831636,modified,0.25
