beta_index,mc_variance,boot_variance_mean,mse_boot_variance,method,alpha_th
5,0.010437103433230625,0.004693102290529219,4.232344917408565e-05,wild,0.75
20,0.005946732659319552,0.002219671512200599,2.1971130438132748e-05,wild,0.75
