beta_index,mc_variance,boot_variance_mean,mse_boot_variance,method,alpha_th
5,0.03827023920774343,1.4374571758218014e-05,0.00146351128988519,naive,0.5
20,0.07997618281776502,1.3912383945357598e-05,0.006393964791566202,naive,0.5
