beta_index,mc_variance,boot_variance_mean,mse_boot_variance,method,alpha_th
5,0.0020284106487230436,0.0005510063028909204,3.017924696259065e-06,modified,0.75
20,0.004528174768034895,0.0009422767836344311,1.6545904998359633e-05,modified,0.75
