rep,method,alpha_th,lambda_star,snr,mean_coverage,mean_ci_length,bias_hat,bias_tilde,var_boot_mean,mse_var_boot,support_size,perfect_match,jaccard
0,modified,0.5,0.0006560285527902013,12.872905830950383,0.0,0.09722233593501059,-0.24331425752891006,-0.24331425752891006,0.0020238218386937432,0.0,234,False,0.042735042735042736
1,modified,0.5,0.0005181973881647082,8.43996021020433,0.0,0.10587246513907558,-0.0009825058915312267,-0.0009825058915312267,0.002346766784303354,0.0,253,False,0.039525691699604744
2,modified,0.5,0.0005841570654272225,11.060882000736305,0.0,0.07713166921740493,0.4014136084463219,0.4014136084463219,0.001092131837350923,0.0,256,False,0.0390625
3,modified,0.5,0.0019732813462695203,16.05306367293061,0.1,0.1387749108517666,-0.0004280396503234085,-0.0004280396503234085,0.00339465166107015,0.0,216,False,0.046296296296296294
4,modified,0.5,0.0007034583609454964,9.817042843433637,0.1,0.077778758124888,-0.012277486060859221,-0.012277486060859221,0.0011982274129121516,0.0,249,False,0.040160642570281124
5,modified,0.5,0.0006853974132991335,10.039284362737291,0.1,0.10519726740616168,0.3308598113618707,0.33048590539337097,0.0021520981671129306,0.0,222,False,0.04504504504504504
6,modified,0.5,0.0015609880321547007,12.731652139878946,0.1,0.0962286181904337,-0.47376962056819627,-0.47376962056819627,0.001781939732471928,0.0,211,False,0.04739336492890995
7,modified,0.5,0.0006667077663381147,8.281315956137481,0.0,0.1038433499976886,-0.029544302573395798,-0.029544302573395798,0.002060605142782157,0.0,231,False,0.04329004329004329
8,modified,0.5,0.0007399933974368821,13.267712282964833,0.1,0.10892348472664462,-0.3650378783059128,-0.3650378783059128,0.0023801772921177118,0.0,238,False,0.04201680672268908
9,modified,0.5,0.0006329505176459925,15.066102925919008,0.0,0.10678891188446596,-0.024032224393424804,-0.024032224393424804,0.001946355487391118,0.0,222,False,0.04504504504504504
