beta_index,mc_variance,boot_variance_mean,mse_boot_variance,method,alpha_th
5,0.011804763504745604,0.005530925227025123,6.166839353957168e-05,wild,0.5
20,0.02771558696950796,0.0046697818016635025,0.0005374906749270226,wild,0.5
