beta_index,mc_variance,boot_variance_mean,mse_boot_variance,method,alpha_th
5,0.017631186098012168,0.0046604888730419,0.0001812848384747088,wild,0.25
20,0.00820752020332247,0.0017316405160017596,4.569156273565207e-05,wild,0.25
