beta_index,mc_variance,boot_variance_mean,mse_boot_variance,method,alpha_th
5,0.03465527267238901,0.0016366243018948237,0.0010962064792920446,modified,0.25
20,0.06018562272259901,0.0012069922326118855,0.0034795418335090054,modified,0.25
