beta_index,mc_variance,boot_variance_mean,mse_boot_variance,method,alpha_th
5,0.7704740491846446,0.005838235390742475,0.5847041326006597,modified,0.75
20,0.6750045322588188,0.004085265302797468,0.45013972624542,modified,0.75
