beta_index,mc_variance,boot_variance_mean,mse_boot_variance,method,alpha_th
5,0.49903295474406156,0.01854880308124698,0.23164075674960757,wild,0.25
20,0.5506598160930952,0.019875395555725567,0.2830045257031938,wild,0.25
