beta_index,mc_variance,boot_variance_mean,mse_boot_variance,method,alpha_th
5,0.0014861717791027232,0.00012819852427827292,1.8840406803533305e-06,block,0.25
20,0.004370435835583914,0.0006488931786786348,1.4430723644963668e-05,block,0.25
