beta_index,mc_variance,boot_variance_mean,mse_boot_variance,method,alpha_th
5,0.013860049480359826,0.004303097875339495,0.0001070988808317649,wild,0.25
20,0.03739958070228867,0.003666770542369832,0.001143883161093322,wild,0.25
