beta_index,mc_variance,boot_variance_mean,mse_boot_variance,method,alpha_th
5,0.0014861717791027232,0.0,2.2087065570013532e-06,block,0.75
20,0.0045355958056588225,0.0003474366839378848,1.8627087072966082e-05,block,0.75
