rep,method,alpha_th,lambda_star,snr,mean_coverage,mean_ci_length,bias_hat,bias_tilde,var_boot_mean,mse_var_boot,support_size,perfect_match,jaccard
0,block,0.75,0.10269065113550796,12.4362712627539,0.1,0.0834957967287622,0.0024987412763438368,-0.0025333636837574685,0.002450777975860352,0.0,36,False,0.21052631578947367
1,block,0.75,0.1450951667756761,10.801688621560341,0.0,0.1060417713475527,0.010544892889327449,0.010544892889327449,0.003662795212752759,0.0,21,False,0.2916666666666667
2,block,0.75,0.16766318172995912,9.333455684208793,0.0,0.09067738978038094,0.014814463077580848,0.01029441749506477,0.003152287698051819,0.0,16,False,0.3
3,block,0.75,0.10873753175301992,10.916157623890815,0.0,0.10679920159497525,0.060498449382392516,0.06912155314778337,0.003986033151850012,0.0,30,False,0.25
4,block,0.75,0.12446892781525407,8.834647069890359,0.2,0.11701851450660028,-0.007142738341425646,-0.002386132475135068,0.004429980938735814,0.0,32,False,0.2
5,block,0.75,0.08979766418161873,9.276758208529158,0.1,0.0691324626027543,0.05097736247229898,0.03450857991588725,0.0015383285035938548,0.0,54,False,0.18518518518518517
6,block,0.75,0.143649051488237,9.447085324367041,0.0,0.10957432561432165,0.02081548867246035,0.03052733616102259,0.003918835273142437,0.0,17,False,0.42105263157894735
7,block,0.75,0.14167937253727778,10.28661211661408,0.0,0.07902806223633005,0.014524369736556502,0.01829895645452829,0.002188222949878786,0.0,24,False,0.36
8,block,0.75,0.12166848228065524,8.795026943588766,0.0,0.0951819298471764,0.008974431650240648,0.01748338728954646,0.0029888549519120422,0.0,28,False,0.3103448275862069
9,block,0.75,0.10723273067260793,15.417539658243776,0.0,0.09602396022776119,0.014494824783174065,0.023599323397203397,0.0027096735244933473,0.0,26,False,0.2857142857142857
