rep,method,alpha_th,lambda_star,snr,mean_coverage,mean_ci_length,bias_hat,bias_tilde,var_boot_mean,mse_var_boot,support_size,perfect_match,jaccard
0,modified,0.5,0.15674885495416313,12.4362712627539,0.0,0.09186851913339579,0.007794164488447624,0.013176380505006585,0.0036350193248934266,0.0,16,False,0.3684210526315789
1,modified,0.5,0.12601680262102408,10.801688621560341,0.0,0.10009719945354593,0.007748990225282108,0.008929303601760679,0.002517476660637573,0.0,28,False,0.26666666666666666
2,modified,0.5,0.14561738029180946,9.333455684208793,0.0,0.09146750713442015,0.014550855649372202,0.009690423540760922,0.002917785064729852,0.0,24,False,0.25925925925925924
3,modified,0.5,0.10873753175301992,10.916157623890815,0.0,0.08396947573332221,0.060498449382392516,0.06912155314778337,0.001841097786905987,0.0,30,False,0.25
4,modified,0.5,0.12446892781525407,8.834647069890359,0.1,0.11240387345446493,-0.007142738341425646,-0.002386132475135068,0.0033130397763263307,0.0,32,False,0.2
5,modified,0.5,0.08979766418161873,9.276758208529158,0.2,0.10269534506634162,0.05097736247229898,0.05443620500506752,0.0026252789592547416,0.0,54,False,0.18518518518518517
6,modified,0.5,0.143649051488237,9.447085324367041,0.0,0.11565397047085806,0.02081548867246035,0.020682974697824874,0.0032094158131277728,0.0,17,False,0.42105263157894735
7,modified,0.5,0.10687045175494332,10.28661211661408,0.2,0.11729332752866939,0.012717536273466256,0.01958062906350035,0.003359533177822832,0.0,35,False,0.25
8,modified,0.5,0.10567046068781401,8.795026943588766,0.0,0.11730584712686924,0.007411688282085075,0.004605641966391948,0.0036002446662157356,0.0,37,False,0.23684210526315788
9,modified,0.5,0.10723273067260793,15.417539658243776,0.0,0.0871224124432199,0.014494824783174065,0.023599323397203397,0.0022584364170575182,0.0,26,False,0.2857142857142857
