beta_index,mc_variance,boot_variance_mean,mse_boot_variance,method,alpha_th
5,0.0020284106487230436,0.0005225116601026908,2.977376848301939e-06,modified,0.5
20,0.004555684739302703,0.0012063221354893286,1.4535371504010625e-05,modified,0.5
