beta_index,mc_variance,boot_variance_mean,mse_boot_variance,method,alpha_th
5,0.03561488597157815,1.3402359963271453e-05,0.0012674657695676424,naive,0.5
20,0.06681111093124169,1.8442307139606263e-05,0.004461260791694009,naive,0.5
