beta_index,mc_variance,boot_variance_mean,mse_boot_variance,method,alpha_th
5,0.01183740297333332,0.00574772789242241,6.384306087571318e-05,wild,0.75
20,0.027901259525065614,0.005287374140314061,0.0005195638068343964,wild,0.75
