beta_index,mc_variance,boot_variance_mean,mse_boot_variance,method,alpha_th
5,0.01583807731595948,0.005105318452064348,0.00013342864613232546,wild,0.25
20,0.053146531748441375,0.004398647818575891,0.002381100854306361,wild,0.25
