beta_index,mc_variance,boot_variance_mean,mse_boot_variance,method,alpha_th
5,0.014647627280461224,0.005292947588847529,9.734338869334607e-05,modified,0.75
20,0.027763782074323545,0.003557335932203097,0.0005875889020564273,modified,0.75
